ID	Type	Longitude	Latitude
VA75	c	-78.67266957	38.41585476
R1	c	-78.356543	39.784252
R2	c	-76.716984	39.705155
R3	c	-76.57534	38.382853
R4	c	-76.409364	37.559374
R5	c	-77.655695	36.704665
R6	c	-76.925063	38.727286
R7	c	-78.647809	39.543564
R8	c	-79.648122	36.995198
R9	c	-78.196038	38.277053
R10	c	-75.941614	37.286245
R11	c	-79.416061	37.042874
R12	c	-76.275829	38.36098
R13	c	-77.735169	37.84389
R14	c	-77.391155	36.865341
R15	c	-77.873796	38.253608
R16	c	-76.248141	37.224788
R17	c	-79.216982	37.051705
R18	c	-77.273285	36.81051
R19	c	-78.096615	37.728733
R20	c	-76.885788	37.561103
R21	c	-76.525833	37.588112
R22	c	-77.608154	39.280298
R23	c	-77.029146	39.328648
R24	c	-79.078591	36.778063
R25	c	-77.208537	37.536565
R27	c	-80.01862	37.431396
R28	c	-76.089511	38.325996
R29	c	-76.522211	39.335905
R30	c	-76.103783	39.524095
R31	c	-76.224126	36.992665
R32	c	-80.260026	38.220208
R33	c	-76.560178	38.503395
R34	c	-78.558591	39.950154
R35	c	-76.73621	37.767331
R36	c	-79.319111	37.187382
R37	c	-77.603138	37.610052
R38	c	-78.35444	38.273996
R39	c	-77.933036	39.287364
R40	c	-78.92966	39.656048
R41	c	-77.073726	37.012772
R43	c	-76.567701	39.486308
R44	c	-77.91099	36.831003
R45	c	-78.737348	38.059094
R46	c	-79.414686	38.058736
R47	c	-78.214721	37.029053
R48	c	-76.237664	38.603045
R49	c	-77.125777	39.168692
R50	c	-80.171708	37.434059
R51	c	-76.493067	38.480357
R52	c	-77.831748	37.324885
R53	c	-78.067728	37.809924
R54	c	-77.877607	37.963299
R55	c	-78.277594	39.767883
R56	c	-76.970814	38.977371
R57	c	-78.611895	37.926091
R58	c	-80.291959	39.045462
R59	c	-76.955831	36.677875
R60	c	-76.297175	39.683583
R61	c	-78.787467	38.260829
R62	c	-78.621053	37.84038
R64	c	-78.992719	38.485393
R66	c	-77.457968	38.517521
R67	c	-79.507101	38.5795
R68	c	-76.867021	38.007215
R69	c	-76.740381	38.477947
R70	c	-77.611204	38.614066
R71	c	-77.17843	37.462671
R72	c	-80.076553	37.272609
R73	c	-79.996389	39.03601
R74	c	-77.404822	36.731922
R75	c	-77.034977	37.786419
R76	c	-79.859458	39.218141
R77	c	-76.515256	38.367669
R78	c	-77.813469	37.876749
R79	c	-78.081945	39.595172
R80	c	-77.444637	38.091332
R81	c	-76.778506	38.440442
R82	c	-79.899041	38.206891
R83	c	-76.096935	37.513148
R84	c	-78.960456	37.741992
R85	c	-77.52429	37.034147
R87	c	-77.397604	39.580715
R88	c	-79.240356	38.397219
R89	c	-79.575073	36.903314
R90	c	-77.489056	38.00979
R91	c	-78.299833	37.134707
R92	c	-76.902304	37.976401
R93	c	-78.008664	37.404245
R94	c	-76.536592	37.702771
R95	c	-77.923618	37.538419
R96	c	-78.502582	39.305657
R98	c	-77.539472	38.750204
R99	c	-78.064503	37.028462
R100	c	-76.904625	39.925639
R101	c	-78.346252	36.954222
R102	c	-79.302308	39.333305
R103	c	-77.081653	36.9977
R104	c	-76.243739	37.627274
R105	c	-76.817923	37.786585
R106	c	-78.530193	39.661455
R107	c	-80.339652	37.275775
R108	c	-76.368124	36.66885
R110	c	-77.958103	38.075006
R112	c	-78.593106	37.340248
R113	c	-79.310434	37.937927
R114	c	-77.86706	37.057353
R116	c	-76.428721	36.997215
R117	c	-79.555146	37.494893
R118	c	-77.722349	39.779892
R120	c	-79.753031	36.786472
R121	c	-77.527765	39.709359
R122	c	-76.773145	36.692063
R123	c	-79.135267	37.173388
R124	c	-75.980974	37.529019
R125	c	-78.586794	39.083932
R126	c	-77.179583	38.191544
R127	c	-77.372374	36.760037
R128	c	-78.14545	38.3673
R129	c	-78.481129	37.709854
R130	c	-78.386782	38.902799
R131	c	-79.265869	38.339938
R132	c	-76.413999	38.389069
R133	c	-76.818743	37.283565
R134	c	-79.25311	37.861975
R135	c	-77.363851	38.685413
R136	c	-76.3345	37.019787
R137	c	-79.130631	37.518557
R138	c	-80.053144	38.002474
R139	c	-78.325683	37.323471
R141	c	-80.19658	38.6159557
R142	c	-78.212588	39.1172107
R143	c	-77.762048	39.5197221
R145	c	-78.602422	38.7380087
R146	c	-76.879446	38.6841445
R147	c	-76.927354	38.2255062
R148	c	-77.14176	38.232527
R149	c	-80.271503	38.5446351
R150	c	-79.059284	37.6707795
R151	c	-77.415246	37.0701268
R152	c	-76.15054	38.8843379
R153	c	-77.000626	37.4865376
R154	c	-78.365198	37.3822704
R155	c	-78.245654	38.4449127
R156	c	-77.259268	39.2196824
R157	c	-79.738725	38.3264931
R158	c	-76.337866	39.1451784
R159	c	-79.043951	38.8290192
R160	c	-76.192801	39.7162195
R161	c	-76.905733	37.368806
R163	c	-78.488112	37.0378791
R164	c	-79.402679	37.8014548
R165	c	-80.391261	37.6992187
R166	c	-77.670063	37.3909943
R167	c	-76.19373	39.7837073
R168	c	-78.011989	38.6115651
R169	c	-79.670199	37.7845407
R170	c	-79.38771	37.4721033
R171	c	-76.130899	39.1354937
R172	c	-76.028842	38.7371138
R173	c	-80.015671	37.3978473
R174	c	-76.700348	39.2905068
R175	c	-76.234728	37.6622372
R176	c	-79.305174	39.0998206
R177	c	-77.441811	38.851587
R178	c	-79.147582	39.2606523
R179	c	-76.725113	36.8130246
R180	c	-78.875288	38.9708053
R181	c	-79.409773	37.9630094
R182	c	-79.901161	37.7182341
R183	c	-77.797329	37.1721316
R184	c	-75.9701	37.8711634
R185	c	-79.120569	39.0486385
R186	c	-77.247883	37.4148507
R187	c	-78.584288	38.771741
R188	c	-79.65823	39.5690659
R189	c	-78.736567	38.7511005
R190	c	-79.174428	36.7372283
R191	c	-76.767747	36.8675228
R192	c	-77.231894	37.7270823
R193	c	-79.751244	37.8671932
R194	c	-77.311151	38.8413454
R195	c	-76.131332	36.842843
R196	c	-79.836191	38.8484416
R197	c	-77.983921	38.6694202
R198	c	-77.88314	37.5012315
R199	c	-78.082203	38.5664124
R200	c	-77.118979	37.096611
R201	c	-80.248321	38.4116202
R202	c	-79.861998	37.6893799
R203	c	-80.034417	39.059298
R204	c	-77.425695	37.8421289
R205	c	-77.736474	39.3662485
R206	c	-79.469356	38.8261004
R207	c	-78.478009	39.1035865
R208	c	-76.437302	36.9530373
R209	c	-78.964463	39.228713
R210	c	-78.353843	37.5429409
R211	c	-78.881167	38.2489813
R214	c	-76.755388	39.0944093
R215	c	-78.040197	38.53735
R216	c	-78.635654	37.1831652
R217	c	-78.485462	38.4706074
R218	c	-76.917268	38.5517799
R219	c	-76.823353	37.440831
R220	c	-77.162956	38.2036708
R221	c	-78.607339	37.5679688
R222	c	-78.497988	39.5384974
R223	c	-78.598899	37.4217165
R224	c	-79.137092	37.9012329
R225	c	-77.293314	37.8852457
R226	c	-77.036971	38.5538197
R227	c	-79.703847	38.144356
R228	c	-76.474035	39.8306286
R229	c	-76.887297	38.3900345
R230	c	-80.148336	38.9874478
R231	c	-77.348262	38.7636387
R232	c	-77.253915	37.171863
R233	c	-77.038593	39.1691346
R234	c	-77.023964	39.6841839
R235	c	-77.150723	39.3753853
R236	c	-77.666464	39.5368654
R237	c	-79.801521	39.3687046
R239	c	-77.539538	38.0847553
R240	c	-77.250424	37.0947191
R241	c	-78.551222	39.9713356
R242	c	-77.944271	38.1508435
R243	c	-79.151092	36.7919485
R244	c	-76.910577	39.2335039
R245	c	-79.122985	38.2323056
R246	c	-78.886614	39.1472537
R247	c	-80.059401	38.0827974
R248	c	-76.916157	39.8161185
R249	c	-79.985356	37.4118945
R250	c	-78.921281	36.8926662
R251	c	-77.459744	39.7429768
R252	c	-76.169821	37.949949
R253	c	-77.138866	36.7010236
R254	c	-79.55155	37.9167011
R256	c	-76.103113	37.2990622
R257	c	-79.814687	38.6464764
R258	c	-79.556024	37.4801727
R259	c	-76.947401	37.140203
R260	c	-79.940376	37.4829585
R261	c	-77.506475	36.8463882
R262	c	-79.199034	37.6138972
R263	c	-77.179624	38.1972697
R264	c	-79.780801	37.5582464
R265	c	-78.155132	38.3418299
R266	c	-77.064705	38.5829562
R267	c	-78.411993	38.3549857
R268	c	-78.887914	38.1494847
R269	c	-76.852343	37.2819694
R270	c	-77.765289	37.7669313
R271	c	-76.025496	39.0318643
R272	c	-75.947102	38.9559359
R273	c	-77.499717	39.5024945
R274	c	-80.329551	36.9302876
R275	c	-78.336171	39.829964
R276	c	-78.779752	38.5009748
R277	c	-79.968188	38.2830233
R278	c	-77.622627	37.962399
R279	c	-78.990081	38.7134618
R280	c	-78.810144	39.0337172
R281	c	-79.033067	38.5403311
R282	c	-76.686761	39.6826626
R283	c	-77.242374	37.3839684
R284	c	-76.70789	39.8675903
R285	c	-79.359953	38.8932846
R286	c	-77.576168	38.0062378
R287	c	-76.68061	39.6899798
R288	c	-76.845862	38.6003395
R289	c	-79.114478	37.6142167
R290	c	-79.014147	38.6535306
R291	c	-79.779004	37.841251
R292	c	-77.305792	37.4093879
R293	c	-75.9127	38.3030785
R294	c	-80.110258	38.6871021
R295	c	-77.621809	38.5181587
R296	c	-78.502564	38.6038115
R297	c	-76.949297	38.4357801
R298	c	-78.102003	39.6810666
R299	c	-79.468345	37.7355568
R300	c	-78.07055	37.2889237
R301	c	-76.306863	36.7590202
R302	c	-76.372975	37.566158
R303	c	-76.359753	38.0878295
R304	c	-79.532315	36.9354855
R306	c	-78.21877	37.6639488
R307	c	-77.821966	38.0190138
R308	c	-76.46734	38.8115429
R309	c	-76.963694	37.2937172
R311	c	-78.868375	37.5647644
R312	c	-77.547746	39.3044796
R314	c	-77.374551	39.920839
R315	c	-78.359203	36.6945044
R316	c	-79.315467	37.7748691
R317	c	-77.767399	39.4569066
R318	c	-76.408695	38.1540533

Q Vehicle fuel tank capacity /60/
r fuel consumption rate /0.2/
TL TourLength /11/
v average Velocity /40/
m numVeh /20/
